Using TensorFlow backend.
2019-01-10 09:56:50.709261: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-01-10 09:56:57.360484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.6325
pciBusID: 0000:84:00.0
totalMemory: 10.91GiB freeMemory: 10.75GiB
2019-01-10 09:56:57.360564: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2019-01-10 09:56:57.840145: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-01-10 09:56:57.840218: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2019-01-10 09:56:57.840231: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2019-01-10 09:56:57.840602: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10400 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:84:00.0, compute capability: 6.1)
Reading data/kiba/ start
Read data/kiba/ start
2111
229
tmp1545016336.2369363/
Reading data/kiba/ start
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
val set 19709
train set 78836
[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]
[32]
[4, 8]
[8, 12]
tranpytorch.py:148: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv1XD.weight)
tranpytorch.py:150: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv2XD.weight)
tranpytorch.py:152: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv3XD.weight)
tranpytorch.py:156: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv1XT.weight)
tranpytorch.py:158: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv2XT.weight)
tranpytorch.py:160: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.conv3XT.weight)
tranpytorch.py:163: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc1.weight)
tranpytorch.py:165: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc2.weight)
tranpytorch.py:167: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(self.fc3.weight)
tranpytorch.py:169: UserWarning: nn.init.normal is now deprecated in favor of nn.init.normal_.
  torch.nn.init.normal(self.fc4.weight)
param  4   32   8
epoch  0  , train loss  24.32769196018901   , vali loss  1.5137317193335331
P1 = 0,  P2 = 0, P3 = 0, Fold = 1, CI-i = 0.497864, MSE = 0.699977
param  4   32   12
epoch  0  , train loss  37.135129470272126   , vali loss  1.197189937425873
epoch  1  , train loss  0.8393637104583382   , vali loss  2.201539346063583
epoch  2  , train loss  0.8044906382667425   , vali loss  1.9951492447523809
epoch  3  , train loss  0.7831465526617634   , vali loss  2.3581146973139546
epoch  4  , train loss  0.7787824353372629   , vali loss  2.372483496433935
epoch  5  , train loss  0.7744197955843557   , vali loss  2.20340808547549
epoch  6  , train loss  0.7688392815817812   , vali loss  2.625024694801012
epoch  7  , train loss  0.7644264891307414   , vali loss  2.4771432171335346
epoch  8  , train loss  0.7621593541421329   , vali loss  2.2887985952623033
epoch  9  , train loss  0.7541400241739306   , vali loss  2.35887941804141
epoch  10  , train loss  0.7523906285513953   , vali loss  2.0664366268544287
epoch  11  , train loss  0.7492283265324172   , vali loss  1.93570845430376
epoch  12  , train loss  0.7458520384343879   , vali loss  1.8018424138370077
epoch  13  , train loss  0.7392553618959631   , vali loss  1.7357669572100998
epoch  14  , train loss  0.7398978360524624   , vali loss  1.7841451263747095
epoch  15  , train loss  0.7350220941107315   , vali loss  1.8672201412926164
epoch  16  , train loss  0.732457918269527   , vali loss  1.7665064969353859
epoch  17  , train loss  0.7295259025986139   , vali loss  1.7630781076882152
epoch  18  , train loss  0.7268323925956937   , vali loss  1.763804365313696
epoch  19  , train loss  0.7244712313359002   , vali loss  1.546064612727422
epoch  20  , train loss  0.7220525404072539   , vali loss  1.3662020254790785
epoch  21  , train loss  0.7227576320571402   , vali loss  1.1310566539627467
epoch  22  , train loss  0.7218926945858407   , vali loss  0.9711777387709793
epoch  23  , train loss  0.7188520587871496   , vali loss  0.8797981072684281
epoch  24  , train loss  0.7169906855040813   , vali loss  0.8139077466888704
epoch  25  , train loss  0.7175261559016544   , vali loss  0.7309616727519056
epoch  26  , train loss  0.7155847356855201   , vali loss  0.7361781196668271
epoch  27  , train loss  0.7145322325192265   , vali loss  0.7285899945037043
epoch  28  , train loss  0.7140329862585701   , vali loss  0.725589675584324
epoch  29  , train loss  0.7136631356695422   , vali loss  0.713851221783943
epoch  30  , train loss  0.7129118027882559   , vali loss  0.7171677269615765
epoch  31  , train loss  0.7107879809154042   , vali loss  0.7147669466283745
epoch  32  , train loss  0.7104678779342982   , vali loss  0.7144627535147805
epoch  33  , train loss  0.7097577890629299   , vali loss  0.7189593415529109
epoch  34  , train loss  0.7097347473570779   , vali loss  0.7100833696410309
epoch  35  , train loss  0.709394802613021   , vali loss  0.7078656258330969
epoch  36  , train loss  0.7086714609578124   , vali loss  0.7071834254454753
epoch  37  , train loss  0.7085249584718796   , vali loss  0.7059057727391828
epoch  38  , train loss  0.7084426195226283   , vali loss  0.7040688433151907
epoch  39  , train loss  0.7083614049082907   , vali loss  0.7035479179570117
epoch  40  , train loss  0.7083663153009658   , vali loss  0.7030140674999118
epoch  41  , train loss  0.7086196119058645   , vali loss  0.7035959110006458
epoch  42  , train loss  0.7086044343296048   , vali loss  0.7018192900546314
epoch  43  , train loss  0.7083209820234998   , vali loss  0.7011903644944805
epoch  44  , train loss  0.708266947916505   , vali loss  0.7008250142239781
epoch  45  , train loss  0.7082347726615041   , vali loss  0.7005392713684416
epoch  46  , train loss  0.7082347300439866   , vali loss  0.7004036640908005
epoch  47  , train loss  0.7082018383235545   , vali loss  0.7002881347446586
epoch  48  , train loss  0.7081995027220964   , vali loss  0.700083651770207
epoch  49  , train loss  0.7081790667484084   , vali loss  0.7000189918295676
epoch  50  , train loss  0.7082858493057244   , vali loss  0.7000044463002474
epoch  51  , train loss  0.7081785220474199   , vali loss  0.699976464077317
epoch  52  , train loss  0.7081707733952114   , vali loss  0.7000360102908507
epoch  53  , train loss  0.7081004798705673   , vali loss  0.7001689760989447
epoch  54  , train loss  0.7080517031146158   , vali loss  0.7004567739341628
epoch  55  , train loss  0.7079859705716243   , vali loss  0.7009423865297685
epoch  56  , train loss  0.7079116714116228   , vali loss  0.7014963634603614
epoch  57  , train loss  0.7080183161666533   , vali loss  0.700641533208768
epoch  58  , train loss  0.7081308551221516   , vali loss  0.7009924767078938
epoch  59  , train loss  0.7079539212366902   , vali loss  0.7013106855078854
P1 = 0,  P2 = 0, P3 = 1, Fold = 1, CI-i = 0.505087, MSE = 0.699976
param  8   32   8
epoch  0  , train loss  17.42026568549343   , vali loss  1.2557087628722488
epoch  1  , train loss  0.8315842109060619   , vali loss  1.4967306096886832
epoch  2  , train loss  0.7962146908962671   , vali loss  2.110799542457596
epoch  3  , train loss  0.7807630789480142   , vali loss  2.068304662055104
epoch  4  , train loss  0.7726985504985419   , vali loss  2.1154314060783124
epoch  5  , train loss  0.7651936854696315   , vali loss  2.0338001632153326
epoch  6  , train loss  0.7610187531787757   , vali loss  1.8961145156860546
epoch  7  , train loss  0.7559811035165008   , vali loss  1.986734974819193
epoch  8  , train loss  0.7517740956917643   , vali loss  1.6744394215814562
epoch  9  , train loss  0.7466726660716357   , vali loss  1.7773739852718498
epoch  10  , train loss  0.7450970593722506   , vali loss  1.6307846743244336
epoch  11  , train loss  0.7416321027586767   , vali loss  1.6729157940245054
epoch  12  , train loss  0.7358364663903612   , vali loss  1.6601466837765946
epoch  13  , train loss  0.7341610550868335   , vali loss  1.5650106105662183
epoch  14  , train loss  0.7312941979016759   , vali loss  1.508497168329597
epoch  15  , train loss  0.7273365102847833   , vali loss  1.4383172448884225
epoch  16  , train loss  0.723947854726498   , vali loss  1.325093130233341
epoch  17  , train loss  0.7232245842708507   , vali loss  1.1935033100224368
epoch  18  , train loss  0.7224695723594744   , vali loss  1.055256070929325
epoch  19  , train loss  0.7213533128304075   , vali loss  0.8806088333520856
epoch  20  , train loss  0.7191838180675881   , vali loss  0.8049166137342663
epoch  21  , train loss  0.7174834242917806   , vali loss  0.7606921039147068
epoch  22  , train loss  0.7167564788464209   , vali loss  0.711740771671355
epoch  23  , train loss  0.714842484360737   , vali loss  0.7058066321844331
epoch  24  , train loss  0.7143125975414452   , vali loss  0.7119625621271664
epoch  25  , train loss  0.713384831887389   , vali loss  0.7057551476435124
epoch  26  , train loss  0.7118980341187725   , vali loss  0.7062720196983442
epoch  27  , train loss  0.7109118034786525   , vali loss  0.70665545349004
epoch  28  , train loss  0.7105745165954956   , vali loss  0.705060621076441
epoch  29  , train loss  0.709900095961314   , vali loss  0.7077221769352434
epoch  30  , train loss  0.7094952546483856   , vali loss  0.7053530189634016
epoch  31  , train loss  0.7090635526681686   , vali loss  0.7087798548788717
epoch  32  , train loss  0.7092626217571808   , vali loss  0.7064609517819612
epoch  33  , train loss  0.708967122190758   , vali loss  0.7067981047066351
epoch  34  , train loss  0.7084969230587064   , vali loss  0.7042772290828693
epoch  35  , train loss  0.708388767604614   , vali loss  0.7024512361540232
epoch  36  , train loss  0.7080297418680781   , vali loss  0.7042219036578333
epoch  37  , train loss  0.7086619391029565   , vali loss  0.7015044367823271
epoch  38  , train loss  0.7082866900067235   , vali loss  0.7006726520803882
epoch  39  , train loss  0.7082429798240077   , vali loss  0.700269536090421
epoch  40  , train loss  0.7082054105285966   , vali loss  0.7001077365044185
epoch  41  , train loss  0.7081963593142419   , vali loss  0.7005303406123853
epoch  42  , train loss  0.7082427446534568   , vali loss  0.7000430205156345
epoch  43  , train loss  0.7081910487427137   , vali loss  0.6999787776109333
epoch  44  , train loss  0.708160930291008   , vali loss  0.6999781453855639
epoch  45  , train loss  0.70814911308726   , vali loss  0.6999911635462398
epoch  46  , train loss  0.7081252025338551   , vali loss  0.7000179159973327
epoch  47  , train loss  0.708112237681367   , vali loss  0.7000382415168912
epoch  48  , train loss  0.7081094443740604   , vali loss  0.700087341796415
epoch  49  , train loss  0.7080893488052235   , vali loss  0.7001798785865697
epoch  50  , train loss  0.7080746868398371   , vali loss  0.7001709531259486
epoch  51  , train loss  0.7080013808536835   , vali loss  0.7005488858102475
epoch  52  , train loss  0.7080072839877408   , vali loss  0.7010219272905981
epoch  53  , train loss  0.7079153327257449   , vali loss  0.7014721563777045
epoch  54  , train loss  0.7078648460492605   , vali loss  0.7017800440145437
epoch  55  , train loss  0.7080679161072359   , vali loss  0.7011307512366842
epoch  56  , train loss  0.7079829472682327   , vali loss  0.700583225410335
epoch  57  , train loss  0.7079787645034397   , vali loss  0.7011518636561037
epoch  58  , train loss  0.7087707728626848   , vali loss  0.7003202443042056
epoch  59  , train loss  0.7081458413127326   , vali loss  0.7006481481176683
P1 = 0,  P2 = 1, P3 = 0, Fold = 1, CI-i = 0.533212, MSE = 0.699978
param  8   32   12
epoch  0  , train loss  38.67780008094485   , vali loss  1.039069179173891
epoch  1  , train loss  0.8473711320784025   , vali loss  1.4057747744263092
epoch  2  , train loss  0.8113569249554707   , vali loss  1.6548557492404279
epoch  3  , train loss  0.7879414121529678   , vali loss  1.7859018096471886
epoch  4  , train loss  0.7776058197348101   , vali loss  1.8324241761209468
epoch  5  , train loss  0.7721552490444088   , vali loss  1.9489704769516205
epoch  6  , train loss  0.766963353001114   , vali loss  1.9027983754838498
epoch  7  , train loss  0.7594145603318805   , vali loss  2.0498932726010985
epoch  8  , train loss  0.7578322879920552   , vali loss  1.854515041679097
epoch  9  , train loss  0.7505268894698838   , vali loss  1.7459686285369538
epoch  10  , train loss  0.7477070025895924   , vali loss  1.7882072729718177
epoch  11  , train loss  0.7440822466915314   , vali loss  1.7134994295212078
epoch  12  , train loss  0.7403758741494479   , vali loss  1.913793904238552
epoch  13  , train loss  0.7354453333654786   , vali loss  1.8378391101713674
epoch  14  , train loss  0.7344633681576113   , vali loss  1.7907756815653932
epoch  15  , train loss  0.7307805840395328   , vali loss  1.73869972058679
epoch  16  , train loss  0.7282996239125792   , vali loss  1.617084978269027
epoch  17  , train loss  0.7250113532334994   , vali loss  1.5494615313149012
epoch  18  , train loss  0.7247975168964127   , vali loss  1.3617720333092398
epoch  19  , train loss  0.7228481206086329   , vali loss  1.2523575523223947
epoch  20  , train loss  0.7233932437287769   , vali loss  1.0998146175594234
epoch  21  , train loss  0.7213008378646685   , vali loss  0.976059756072618
epoch  22  , train loss  0.7204940827344432   , vali loss  0.8725924556661435
epoch  23  , train loss  0.7178625718838029   , vali loss  0.8357797684181504
epoch  24  , train loss  0.7166257608008836   , vali loss  0.8023029090552649
epoch  25  , train loss  0.7172433256625137   , vali loss  0.7614480109754064
epoch  26  , train loss  0.7164735728653183   , vali loss  0.7175988835543039
epoch  27  , train loss  0.7148801810187748   , vali loss  0.7153437733257056
epoch  28  , train loss  0.7140174076506232   , vali loss  0.7098027397293232
epoch  29  , train loss  0.7131993078049583   , vali loss  0.7076779721510139
epoch  30  , train loss  0.7137568205499754   , vali loss  0.7106956144743505
epoch  31  , train loss  0.7112838122191341   , vali loss  0.7127335255195261
epoch  32  , train loss  0.7117937186868885   , vali loss  0.7042152809766494
epoch  33  , train loss  0.7101490617318569   , vali loss  0.7145111149283654
epoch  34  , train loss  0.7092015716309683   , vali loss  0.7138295497812753
epoch  35  , train loss  0.7088953171595814   , vali loss  0.7110992648345198
epoch  36  , train loss  0.7087675578288518   , vali loss  0.7095636077392675
epoch  37  , train loss  0.708702502841486   , vali loss  0.7081685330964664
epoch  38  , train loss  0.708611138060283   , vali loss  0.7063553399392245
epoch  39  , train loss  0.7085964909317928   , vali loss  0.7060412715375196
epoch  40  , train loss  0.708559809107173   , vali loss  0.7045849872310446
epoch  41  , train loss  0.708507678253997   , vali loss  0.7036616261633596
epoch  42  , train loss  0.7085009573184469   , vali loss  0.7020611651013071
epoch  43  , train loss  0.7083999518722974   , vali loss  0.7016726801962642
epoch  44  , train loss  0.7083820941949146   , vali loss  0.7012467761460466
epoch  45  , train loss  0.7084180879244504   , vali loss  0.7015839849797502
epoch  46  , train loss  0.708527461879057   , vali loss  0.7006088624147406
epoch  47  , train loss  0.7083759827001483   , vali loss  0.7002772382026793
epoch  48  , train loss  0.7082391780976853   , vali loss  0.7001324093101703
epoch  49  , train loss  0.7082583067672269   , vali loss  0.6999920511652185
epoch  50  , train loss  0.7081989864247219   , vali loss  0.6999831754532607
epoch  51  , train loss  0.7081458743766923   , vali loss  0.7000658618659272
epoch  52  , train loss  0.7081085985379105   , vali loss  0.7002931076875832
epoch  53  , train loss  0.7083311723854705   , vali loss  0.7002288576214939
epoch  54  , train loss  0.7079579861863659   , vali loss  0.7013834461851796
epoch  55  , train loss  0.7078726855404114   , vali loss  0.7019033665931402
epoch  56  , train loss  0.7078307021171681   , vali loss  0.7020205690911676
epoch  57  , train loss  0.707854972285364   , vali loss  0.7019651619936452
epoch  58  , train loss  0.7078560055635903   , vali loss  0.7019885043144903
epoch  59  , train loss  0.7078525544942753   , vali loss  0.7019895694137158
P1 = 0,  P2 = 1, P3 = 1, Fold = 1, CI-i = 0.518113, MSE = 0.699983
[32]
[4, 8]
[8, 12]
param  4   32   8
epoch  0  , train loss  29.32267212398678   , vali loss  1.6146082158828774
epoch  1  , train loss  0.8342237216441972   , vali loss  2.301053285635046
epoch  2  , train loss  0.7926588160358152   , vali loss  2.807036356788301
epoch  3  , train loss  0.7779262403482788   , vali loss  2.8905052704573753
epoch  4  , train loss  0.7707007071992337   , vali loss  2.757711935723183
epoch  5  , train loss  0.7669202835781582   , vali loss  2.4912054205335155
epoch  6  , train loss  0.7618542645031885   , vali loss  2.43238381298173
epoch  7  , train loss  0.7556451957812138   , vali loss  2.6450192436694593
epoch  8  , train loss  0.7543530832342714   , vali loss  2.29718550865651
epoch  9  , train loss  0.7523969373774859   , vali loss  2.122068779043571
epoch  10  , train loss  0.7500051261022747   , vali loss  1.9326018106085179
epoch  11  , train loss  0.7433873894243783   , vali loss  1.937834234141863
epoch  12  , train loss  0.7402999317442193   , vali loss  1.9144258867497312
epoch  13  , train loss  0.7375627913469714   , vali loss  1.8733319493937852
epoch  14  , train loss  0.7349244493153234   , vali loss  1.8592173943412413
epoch  15  , train loss  0.7331030614554256   , vali loss  1.8233372557319893
epoch  16  , train loss  0.7283625799176464   , vali loss  1.7935020672663493
epoch  17  , train loss  0.7262047037479994   , vali loss  1.7684682299904617
epoch  18  , train loss  0.7236359022428072   , vali loss  1.6891460110229217
epoch  19  , train loss  0.7209004439733738   , vali loss  1.6156910198017538
epoch  20  , train loss  0.7190844118821941   , vali loss  1.5411877274071706
epoch  21  , train loss  0.7175743239547354   , vali loss  1.351410543466789
epoch  22  , train loss  0.7171489851703031   , vali loss  1.1856393770961324
epoch  23  , train loss  0.7182490984576618   , vali loss  0.9839744266415363
epoch  24  , train loss  0.7162559657005168   , vali loss  0.8874396108481382
epoch  25  , train loss  0.7143488307540907   , vali loss  0.7996235516307331
epoch  26  , train loss  0.7124465574617709   , vali loss  0.7674364219354685
epoch  27  , train loss  0.7110730384430316   , vali loss  0.733929609095913
epoch  28  , train loss  0.7096423859906902   , vali loss  0.7528364392585953
epoch  29  , train loss  0.7096379022056566   , vali loss  0.7396063760109728
epoch  30  , train loss  0.7076687905860882   , vali loss  0.742691968527551
epoch  31  , train loss  0.7072297325356377   , vali loss  0.7391333313158606
epoch  32  , train loss  0.706036462066586   , vali loss  0.7416741590811011
epoch  33  , train loss  0.7053232192841953   , vali loss  0.7409982923031748
epoch  34  , train loss  0.7050120118631004   , vali loss  0.7364609163913972
epoch  35  , train loss  0.7052735004972315   , vali loss  0.7357085552218722
epoch  36  , train loss  0.7049255136624821   , vali loss  0.738028724980237
epoch  37  , train loss  0.7045891993430127   , vali loss  0.7338405053082941
epoch  38  , train loss  0.7044828842235329   , vali loss  0.7338550489262979
epoch  39  , train loss  0.7042221470180122   , vali loss  0.732437900335823
epoch  40  , train loss  0.7041858021264219   , vali loss  0.7299433063139769
epoch  41  , train loss  0.7043949022455915   , vali loss  0.7272601683327666
epoch  42  , train loss  0.704146585814563   , vali loss  0.7231285249305658
epoch  43  , train loss  0.7039810699066305   , vali loss  0.7219343225435432
epoch  44  , train loss  0.7039690357442739   , vali loss  0.7213565893862501
epoch  45  , train loss  0.7039621346822714   , vali loss  0.7205392229296348
epoch  46  , train loss  0.7039230125662556   , vali loss  0.7203684282832702
epoch  47  , train loss  0.70392308952396   , vali loss  0.7195030804565674
epoch  48  , train loss  0.703900991790679   , vali loss  0.7192879291458746
epoch  49  , train loss  0.7038936510230739   , vali loss  0.7189501489858189
epoch  50  , train loss  0.7037728126719575   , vali loss  0.7211646800764837
epoch  51  , train loss  0.7040464503833211   , vali loss  0.7187068929041507
epoch  52  , train loss  0.7039657711946437   , vali loss  0.718229237690419
epoch  53  , train loss  0.7039075308729388   , vali loss  0.7183370539916936
epoch  54  , train loss  0.7039359896850402   , vali loss  0.717934759447422
epoch  55  , train loss  0.7038972867068057   , vali loss  0.7177977928487949
epoch  56  , train loss  0.7038947086615119   , vali loss  0.7177857660534743
epoch  57  , train loss  0.7038911514929654   , vali loss  0.7176660756898123
epoch  58  , train loss  0.7038451569695724   , vali loss  0.7176152116281328
epoch  59  , train loss  0.7038571457472365   , vali loss  0.717572695848828
P1 = 0,  P2 = 0, P3 = 0, Fold = 2, CI-i = 0.526071, MSE = 0.717573
param  4   32   12
epoch  0  , train loss  27.447014951985373   , vali loss  1.4125245210272674
epoch  1  , train loss  0.8466183071999228   , vali loss  1.9931286482259596
epoch  2  , train loss  0.8075654689195924   , vali loss  2.6975641854731505
epoch  3  , train loss  0.7851217342775473   , vali loss  2.570985078291477
epoch  4  , train loss  0.7749171790766253   , vali loss  3.1879329941601653
epoch  5  , train loss  0.7713798968461353   , vali loss  3.0001282637519338
epoch  6  , train loss  0.7703185466769454   , vali loss  2.8309553544859685
epoch  7  , train loss  0.7630737881886916   , vali loss  2.656222690324562
epoch  8  , train loss  0.7605901391812611   , vali loss  2.5397120439284673
epoch  9  , train loss  0.7527093507727143   , vali loss  2.147258428020246
epoch  10  , train loss  0.7477588973891409   , vali loss  2.063143920121814
epoch  11  , train loss  0.7416552719027613   , vali loss  2.1252445625178593
epoch  12  , train loss  0.742742501142163   , vali loss  1.7725246005953703
epoch  13  , train loss  0.7345365485835822   , vali loss  1.8325021698132662
epoch  14  , train loss  0.7300555780359863   , vali loss  1.5944100647818473
epoch  15  , train loss  0.7252167561287821   , vali loss  1.6023746907024528
epoch  16  , train loss  0.7245123216572269   , vali loss  1.5660970102882414
epoch  17  , train loss  0.7199325760155183   , vali loss  1.4477842862556813
epoch  18  , train loss  0.7191272502959462   , vali loss  1.2485592142923145
epoch  19  , train loss  0.7177839004362583   , vali loss  1.044786083957752
epoch  20  , train loss  0.7161229880192768   , vali loss  0.8722506839576163
epoch  21  , train loss  0.7157639792003107   , vali loss  0.8030798000114513
epoch  22  , train loss  0.7123399119113665   , vali loss  0.7333330470221646
epoch  23  , train loss  0.7102986701644473   , vali loss  0.7325616393545833
epoch  24  , train loss  0.7095066963691824   , vali loss  0.7359282386448716
epoch  25  , train loss  0.7087759952989365   , vali loss  0.7243104031825212
epoch  26  , train loss  0.7071534994742213   , vali loss  0.7261447561852337
epoch  27  , train loss  0.7066896292431314   , vali loss  0.7256780810670419
epoch  28  , train loss  0.7060484062156163   , vali loss  0.7253194586303694
epoch  29  , train loss  0.7048332367055135   , vali loss  0.7247632232828405
epoch  30  , train loss  0.7054707489061334   , vali loss  0.7272179885217603
epoch  31  , train loss  0.7050571691784856   , vali loss  0.7226817642930521
epoch  32  , train loss  0.7048071518905559   , vali loss  0.7241372386005602
epoch  33  , train loss  0.7044047222597619   , vali loss  0.7202911390713393
epoch  34  , train loss  0.7045929248011562   , vali loss  0.7202249623045384
epoch  35  , train loss  0.7041891229389174   , vali loss  0.7179260976940319
epoch  36  , train loss  0.7039992841654967   , vali loss  0.7175619213710159
epoch  37  , train loss  0.7040043929570511   , vali loss  0.7177093848862044
epoch  38  , train loss  0.7038689190753852   , vali loss  0.7178353792190358
epoch  39  , train loss  0.7037937834785557   , vali loss  0.7180809685341861
epoch  40  , train loss  0.7037463648671628   , vali loss  0.7184103660202684
epoch  41  , train loss  0.7037249594780158   , vali loss  0.7187794757231687
epoch  42  , train loss  0.7037002931471509   , vali loss  0.7189367825270389
epoch  43  , train loss  0.703692327657303   , vali loss  0.7190172395765936
epoch  44  , train loss  0.7036969631681994   , vali loss  0.7189786900450114
epoch  45  , train loss  0.7037011770432964   , vali loss  0.7189474305827612
epoch  46  , train loss  0.7037049771032653   , vali loss  0.7189443917227055
epoch  47  , train loss  0.70369327399785   , vali loss  0.717923497511339
epoch  48  , train loss  0.7037454066655668   , vali loss  0.7189469203731713
epoch  49  , train loss  0.7037067644805014   , vali loss  0.7189492120899574
epoch  50  , train loss  0.7037061022486738   , vali loss  0.7189499382934249
epoch  51  , train loss  0.7037053626085309   , vali loss  0.7189610043649375
epoch  52  , train loss  0.703703273164669   , vali loss  0.7189695626894955
epoch  53  , train loss  0.7037665446337225   , vali loss  0.7188525662356131
epoch  54  , train loss  0.703712316461577   , vali loss  0.7189308063002493
epoch  55  , train loss  0.7037064858093564   , vali loss  0.7189563875770791
epoch  56  , train loss  0.7037042601569807   , vali loss  0.7189696748946571
epoch  57  , train loss  0.7038057008268167   , vali loss  0.7175454481460108
epoch  58  , train loss  0.7039607048754436   , vali loss  0.7179569603464268
epoch  59  , train loss  0.7038664724603141   , vali loss  0.7181605718724834
P1 = 0,  P2 = 0, P3 = 1, Fold = 2, CI-i = 0.500544, MSE = 0.717545
param  8   32   8
epoch  0  , train loss  23.25057361732789   , vali loss  1.3922178547000938
epoch  1  , train loss  0.8249722634453445   , vali loss  1.4013531584737025
epoch  2  , train loss  0.7975933659723272   , vali loss  1.9113974261909286
epoch  3  , train loss  0.7766027898087797   , vali loss  2.308252179753902
epoch  4  , train loss  0.7642300293485386   , vali loss  2.3186812685337888
epoch  5  , train loss  0.7603699408943743   , vali loss  2.736503687264912
epoch  6  , train loss  0.7532738053282741   , vali loss  2.555113640336711
epoch  7  , train loss  0.7492255434530729   , vali loss  2.1470656423144363
epoch  8  , train loss  0.7435920602884931   , vali loss  2.160440043376288
epoch  9  , train loss  0.742697777075639   , vali loss  2.150341308560266
epoch  10  , train loss  0.741378786683754   , vali loss  1.9908367804942886
epoch  11  , train loss  0.7388333468484615   , vali loss  2.0790368284504854
epoch  12  , train loss  0.7359429218524837   , vali loss  2.22448495440943
epoch  13  , train loss  0.7295811691115548   , vali loss  2.076462344193278
epoch  14  , train loss  0.7276651931865084   , vali loss  2.0411969609042573
epoch  15  , train loss  0.7269713747289072   , vali loss  1.9018284298403574
epoch  16  , train loss  0.722139751888784   , vali loss  1.868377579928497
epoch  17  , train loss  0.7210598332018568   , vali loss  1.6989611371163877
epoch  18  , train loss  0.7177588049694915   , vali loss  1.5435675325032705
epoch  19  , train loss  0.717037389479705   , vali loss  1.3570387196496074
epoch  20  , train loss  0.7184422083070117   , vali loss  1.1252101905403136
epoch  21  , train loss  0.7179297906900385   , vali loss  0.9228719489216
epoch  22  , train loss  0.7157389117984432   , vali loss  0.8105299598858947
epoch  23  , train loss  0.7119983398870183   , vali loss  0.7577879440658042
epoch  24  , train loss  0.7100562780673624   , vali loss  0.7511148140627509
epoch  25  , train loss  0.7095596784204766   , vali loss  0.75415539629317
epoch  26  , train loss  0.7078703962097466   , vali loss  0.7437682185605379
epoch  27  , train loss  0.7067768681000355   , vali loss  0.747148399610934
epoch  28  , train loss  0.7061672332963175   , vali loss  0.7372236005779307
epoch  29  , train loss  0.7063756447337015   , vali loss  0.7218769944459918
epoch  30  , train loss  0.7055924597429573   , vali loss  0.7326082907992475
epoch  31  , train loss  0.7049638954367327   , vali loss  0.7384532714725974
epoch  32  , train loss  0.7046591190933982   , vali loss  0.7352267455895007
epoch  33  , train loss  0.7046177482349735   , vali loss  0.7312729401768442
epoch  34  , train loss  0.7044895320391327   , vali loss  0.7268389759739213
epoch  35  , train loss  0.7044629756007977   , vali loss  0.7237906086976515
epoch  36  , train loss  0.7046952516353138   , vali loss  0.7244169526408872
epoch  37  , train loss  0.7040764624545416   , vali loss  0.7230423367896263
epoch  38  , train loss  0.7044118396573805   , vali loss  0.720762696983039
epoch  39  , train loss  0.7041635333847568   , vali loss  0.718756944399288
epoch  40  , train loss  0.7040845497393996   , vali loss  0.7194402524492163
epoch  41  , train loss  0.7040608212328361   , vali loss  0.7180798286335358
epoch  42  , train loss  0.7040198754457416   , vali loss  0.7178743432734169
epoch  43  , train loss  0.7041240592054644   , vali loss  0.718450632857565
